Symbol,Date,Close
INTC,6/29/81,0.393229
INTC,6/30/81,0.375
INTC,7/1/81,0.367188
INTC,7/2/81,0.351563
INTC,7/6/81,0.348958
INTC,7/7/81,0.338542
INTC,7/8/81,0.341146
INTC,7/9/81,0.348958
INTC,7/10/81,0.356771
INTC,7/13/81,0.356771
INTC,7/14/81,0.351563
INTC,7/15/81,0.359375
INTC,7/16/81,0.372396
INTC,7/17/81,0.375
INTC,7/20/81,0.359375
INTC,7/21/81,0.348958
INTC,7/22/81,0.34375
INTC,7/23/81,0.348958
INTC,7/24/81,0.348958
INTC,7/27/81,0.359375
INTC,7/28/81,0.351563
INTC,7/29/81,0.351563
INTC,7/30/81,0.346354
INTC,7/31/81,0.351563
INTC,8/3/81,0.346354
INTC,8/4/81,0.338542
INTC,8/5/81,0.338542
INTC,8/6/81,0.338542
INTC,8/7/81,0.328125
INTC,8/10/81,0.328125
INTC,8/11/81,0.333333
INTC,8/12/81,0.322917
INTC,8/13/81,0.328125
INTC,8/14/81,0.320313
INTC,8/17/81,0.317708
INTC,8/18/81,0.315104
INTC,8/19/81,0.320313
INTC,8/20/81,0.328125
INTC,8/21/81,0.315104
INTC,8/24/81,0.309896
INTC,8/25/81,0.304688
INTC,8/26/81,0.296875
INTC,8/27/81,0.291667
INTC,8/28/81,0.291667
INTC,8/31/81,0.291667
INTC,9/1/81,0.296875
INTC,9/2/81,0.291667
INTC,9/3/81,0.276042
INTC,9/4/81,0.283854
INTC,9/8/81,0.270833
INTC,9/9/81,0.28125
INTC,9/10/81,0.294271
INTC,9/11/81,0.3125
INTC,9/14/81,0.302083
INTC,9/15/81,0.283854
INTC,9/16/81,0.276042
INTC,9/17/81,0.263021
INTC,9/18/81,0.265625
INTC,9/21/81,0.270833
INTC,9/22/81,0.260417
INTC,9/23/81,0.252604
INTC,9/24/81,0.247396
INTC,9/25/81,0.236979
INTC,9/28/81,0.247396
INTC,9/29/81,0.252604
INTC,9/30/81,0.252604
INTC,10/1/81,0.252604
INTC,10/2/81,0.260417
INTC,10/5/81,0.276042
INTC,10/6/81,0.263021
INTC,10/7/81,0.265625
INTC,10/8/81,0.265625
INTC,10/9/81,0.263021
INTC,10/12/81,0.263021
INTC,10/13/81,0.268229
INTC,10/14/81,0.257813
INTC,10/15/81,0.257813
INTC,10/16/81,0.257813
INTC,10/19/81,0.252604
INTC,10/20/81,0.252604
INTC,10/21/81,0.263021
INTC,10/22/81,0.257813
INTC,10/23/81,0.257813
INTC,10/26/81,0.257813
INTC,10/27/81,0.265625
INTC,10/28/81,0.278646
INTC,10/29/81,0.276042
INTC,10/30/81,0.296875
INTC,11/2/81,0.299479
INTC,11/3/81,0.307292
INTC,11/4/81,0.299479
INTC,11/5/81,0.302083
INTC,11/6/81,0.302083
INTC,11/9/81,0.304688
INTC,11/10/81,0.302083
INTC,11/11/81,0.296875
INTC,11/12/81,0.296875
INTC,11/13/81,0.278646
INTC,11/16/81,0.270833
INTC,11/17/81,0.276042
INTC,11/18/81,0.263021
INTC,11/19/81,0.260417
INTC,11/20/81,0.252604
INTC,11/23/81,0.255208
INTC,11/24/81,0.255208
INTC,11/25/81,0.25
INTC,11/27/81,0.25
INTC,11/30/81,0.260417
INTC,12/1/81,0.260417
INTC,12/2/81,0.263021
INTC,12/3/81,0.260417
INTC,12/4/81,0.263021
INTC,12/7/81,0.255208
INTC,12/8/81,0.255208
INTC,12/9/81,0.257813
INTC,12/10/81,0.265625
INTC,12/11/81,0.263021
INTC,12/14/81,0.255208
INTC,12/15/81,0.255208
INTC,12/16/81,0.255208
INTC,12/17/81,0.239583
INTC,12/18/81,0.25
INTC,12/21/81,0.25
INTC,12/22/81,0.255208
INTC,12/23/81,0.25
INTC,12/24/81,0.247396
INTC,12/28/81,0.244792
INTC,12/29/81,0.234375
INTC,12/30/81,0.239583
INTC,12/31/81,0.234375
INTC,1/4/82,0.236979
INTC,1/5/82,0.234375
INTC,1/6/82,0.229167
INTC,1/7/82,0.221354
INTC,1/8/82,0.221354
INTC,1/11/82,0.221354
INTC,1/12/82,0.21875
INTC,1/13/82,0.216146
INTC,1/14/82,0.21875
INTC,1/15/82,0.234375
INTC,1/18/82,0.247396
INTC,1/19/82,0.234375
INTC,1/20/82,0.239583
INTC,1/21/82,0.263021
INTC,1/22/82,0.252604
INTC,1/25/82,0.255208
INTC,1/26/82,0.270833
INTC,1/27/82,0.276042
INTC,1/28/82,0.265625
INTC,1/29/82,0.270833
INTC,2/1/82,0.260417
INTC,2/2/82,0.263021
INTC,2/3/82,0.263021
INTC,2/4/82,0.257813
INTC,2/5/82,0.265625
INTC,2/8/82,0.257813
INTC,2/9/82,0.255208
INTC,2/10/82,0.255208
INTC,2/11/82,0.252604
INTC,2/12/82,0.255208
INTC,2/16/82,0.252604
INTC,2/17/82,0.257813
INTC,2/18/82,0.260417
INTC,2/19/82,0.257813
INTC,2/22/82,0.252604
INTC,2/23/82,0.247396
INTC,2/24/82,0.257813
INTC,2/25/82,0.265625
INTC,2/26/82,0.265625
INTC,3/1/82,0.276042
INTC,3/2/82,0.276042
INTC,3/3/82,0.268229
INTC,3/4/82,0.265625
INTC,3/5/82,0.252604
INTC,3/8/82,0.242188
INTC,3/9/82,0.257813
INTC,3/10/82,0.257813
INTC,3/11/82,0.252604
INTC,3/12/82,0.236979
INTC,3/15/82,0.244792
INTC,3/16/82,0.252604
INTC,3/17/82,0.263021
INTC,3/18/82,0.276042
INTC,3/19/82,0.283854
INTC,3/22/82,0.294271
INTC,3/23/82,0.291667
INTC,3/24/82,0.286458
INTC,3/25/82,0.286458
INTC,3/26/82,0.286458
INTC,3/29/82,0.291667
INTC,3/30/82,0.294271
INTC,3/31/82,0.299479
INTC,4/1/82,0.302083
INTC,4/2/82,0.309896
INTC,4/5/82,0.302083
INTC,4/6/82,0.299479
INTC,4/7/82,0.294271
INTC,4/8/82,0.311198
INTC,4/12/82,0.322917
INTC,4/13/82,0.330729
INTC,4/14/82,0.330729
INTC,4/15/82,0.335938
INTC,4/16/82,0.338542
INTC,4/19/82,0.341146
INTC,4/20/82,0.322917
INTC,4/21/82,0.322917
INTC,4/22/82,0.335938
INTC,4/23/82,0.333333
INTC,4/26/82,0.338542
INTC,4/27/82,0.330729
INTC,4/28/82,0.333333
INTC,4/29/82,0.330729
INTC,4/30/82,0.328125
INTC,5/3/82,0.328125
INTC,5/4/82,0.330729
INTC,5/5/82,0.338542
INTC,5/6/82,0.346354
INTC,5/7/82,0.341146
INTC,5/10/82,0.333333
INTC,5/11/82,0.328125
INTC,5/12/82,0.320313
INTC,5/13/82,0.333333
INTC,5/14/82,0.356771
INTC,5/17/82,0.346354
INTC,5/18/82,0.338542
INTC,5/19/82,0.330729
INTC,5/20/82,0.322917
INTC,5/21/82,0.317708
INTC,5/24/82,0.317708
INTC,5/25/82,0.309896
INTC,5/26/82,0.3125
INTC,5/27/82,0.317708
INTC,5/28/82,0.315104
INTC,6/1/82,0.307292
INTC,6/2/82,0.309896
INTC,6/3/82,0.317708
INTC,6/4/82,0.3125
INTC,6/7/82,0.3125
INTC,6/8/82,0.304688
INTC,6/9/82,0.294271
INTC,6/10/82,0.299479
INTC,6/11/82,0.3125
INTC,6/14/82,0.309896
INTC,6/15/82,0.315104
INTC,6/16/82,0.325521
INTC,6/17/82,0.315104
INTC,6/18/82,0.302083
INTC,6/21/82,0.299479
INTC,6/22/82,0.3125
INTC,6/23/82,0.328125
INTC,6/24/82,0.320313
INTC,6/25/82,0.317708
INTC,6/28/82,0.325521
INTC,6/29/82,0.322917
INTC,6/30/82,0.325521
INTC,7/1/82,0.322917
INTC,7/2/82,0.315104
INTC,7/6/82,0.3125
INTC,7/7/82,0.304688
INTC,7/8/82,0.304688
INTC,7/9/82,0.320313
INTC,7/12/82,0.325521
INTC,7/13/82,0.325521
INTC,7/14/82,0.325521
INTC,7/15/82,0.333333
INTC,7/16/82,0.346354
INTC,7/19/82,0.34375
INTC,7/20/82,0.351563
INTC,7/21/82,0.348958
INTC,7/22/82,0.341146
INTC,7/23/82,0.341146
INTC,7/26/82,0.338542
INTC,7/27/82,0.34375
INTC,7/28/82,0.341146
INTC,7/29/82,0.341146
INTC,7/30/82,0.335938
INTC,8/2/82,0.341146
INTC,8/3/82,0.330729
INTC,8/4/82,0.330729
INTC,8/5/82,0.325521
INTC,8/6/82,0.309896
INTC,8/9/82,0.304688
INTC,8/10/82,0.307292
INTC,8/11/82,0.296875
INTC,8/12/82,0.286458
INTC,8/13/82,0.276042
INTC,8/16/82,0.283854
INTC,8/17/82,0.299479
INTC,8/18/82,0.3125
INTC,8/19/82,0.315104
INTC,8/20/82,0.320313
INTC,8/23/82,0.338542
INTC,8/24/82,0.346354
INTC,8/25/82,0.361979
INTC,8/26/82,0.377604
INTC,8/27/82,0.361979
INTC,8/30/82,0.369792
INTC,8/31/82,0.382813
INTC,9/1/82,0.369792
INTC,9/2/82,0.390625
INTC,9/3/82,0.411458
INTC,9/7/82,0.388021
INTC,9/8/82,0.385417
INTC,9/9/82,0.372396
INTC,9/10/82,0.375
INTC,9/13/82,0.372396
INTC,9/14/82,0.369792
INTC,9/15/82,0.361979
INTC,9/16/82,0.359375
INTC,9/17/82,0.351563
INTC,9/20/82,0.351563
INTC,9/21/82,0.359375
INTC,9/22/82,0.356771
INTC,9/23/82,0.359375
INTC,9/24/82,0.364583
INTC,9/27/82,0.361979
INTC,9/28/82,0.354167
INTC,9/29/82,0.346354
INTC,9/30/82,0.341146
INTC,10/1/82,0.34375
INTC,10/4/82,0.34375
INTC,10/5/82,0.351563
INTC,10/6/82,0.367188
INTC,10/7/82,0.377604
INTC,10/8/82,0.376302
INTC,10/11/82,0.380208
INTC,10/12/82,0.382813
INTC,10/13/82,0.393229
INTC,10/14/82,0.382813
INTC,10/15/82,0.382813
INTC,10/18/82,0.391927
INTC,10/19/82,0.390625
INTC,10/20/82,0.395833
INTC,10/21/82,0.40625
INTC,10/22/82,0.429688
INTC,10/25/82,0.40625
INTC,10/26/82,0.40625
INTC,10/27/82,0.411458
INTC,10/28/82,0.401042
INTC,10/29/82,0.386719
INTC,11/1/82,0.388021
INTC,11/2/82,0.390625
INTC,11/3/82,0.419271
INTC,11/4/82,0.40625
INTC,11/5/82,0.414063
INTC,11/8/82,0.398438
INTC,11/9/82,0.416667
INTC,11/10/82,0.416667
INTC,11/11/82,0.419271
INTC,11/12/82,0.419271
INTC,11/15/82,0.401042
INTC,11/16/82,0.398438
INTC,11/17/82,0.385417
INTC,11/18/82,0.380208
INTC,11/19/82,0.367188
INTC,11/22/82,0.348958
INTC,11/23/82,0.348958
INTC,11/24/82,0.356771
INTC,11/26/82,0.372396
INTC,11/29/82,0.372396
INTC,11/30/82,0.398438
INTC,12/1/82,0.398438
INTC,12/2/82,0.398438
INTC,12/3/82,0.40625
INTC,12/6/82,0.416667
INTC,12/7/82,0.414063
INTC,12/8/82,0.40625
INTC,12/9/82,0.375
INTC,12/10/82,0.361979
INTC,12/13/82,0.36849
INTC,12/14/82,0.367188
INTC,12/15/82,0.361979
INTC,12/16/82,0.372396
INTC,12/17/82,0.388021
INTC,12/20/82,0.388021
INTC,12/21/82,0.380208
INTC,12/22/82,0.411458
INTC,12/23/82,0.414063
INTC,12/27/82,0.408854
INTC,12/28/82,0.398438
INTC,12/29/82,0.398438
INTC,12/30/82,0.401042
INTC,12/31/82,0.403646
INTC,1/3/83,0.388021
INTC,1/4/83,0.398438
INTC,1/5/83,0.395833
INTC,1/6/83,0.419271
INTC,1/7/83,0.419271
INTC,1/10/83,0.416667
INTC,1/11/83,0.421875
INTC,1/12/83,0.445313
INTC,1/13/83,0.455729
INTC,1/14/83,0.479167
INTC,1/17/83,0.481771
INTC,1/18/83,0.479167
INTC,1/19/83,0.477865
INTC,1/20/83,0.466146
INTC,1/21/83,0.4375
INTC,1/24/83,0.424479
INTC,1/25/83,0.434896
INTC,1/26/83,0.429688
INTC,1/27/83,0.442708
INTC,1/28/83,0.445313
INTC,1/31/83,0.447917
INTC,2/1/83,0.453125
INTC,2/2/83,0.453125
INTC,2/3/83,0.458333
INTC,2/4/83,0.479167
INTC,2/7/83,0.466146
INTC,2/8/83,0.463542
INTC,2/9/83,0.460938
INTC,2/10/83,0.471354
INTC,2/11/83,0.460938
INTC,2/14/83,0.46875
INTC,2/15/83,0.471354
INTC,2/16/83,0.463542
INTC,2/17/83,0.460938
INTC,2/18/83,0.471354
INTC,2/22/83,0.466146
INTC,2/23/83,0.471354
INTC,2/24/83,0.479167
INTC,2/25/83,0.489583
INTC,2/28/83,0.484375
INTC,3/1/83,0.476563
INTC,3/2/83,0.46875
INTC,3/3/83,0.466146
INTC,3/4/83,0.450521
INTC,3/7/83,0.450521
INTC,3/8/83,0.432292
INTC,3/9/83,0.450521
INTC,3/10/83,0.447917
INTC,3/11/83,0.455729
INTC,3/14/83,0.466146
INTC,3/15/83,0.479167
INTC,3/16/83,0.492188
INTC,3/17/83,0.486979
INTC,3/18/83,0.486979
INTC,3/21/83,0.47526
INTC,3/22/83,0.486979
INTC,3/23/83,0.494792
INTC,3/24/83,0.49349
INTC,3/25/83,0.49349
INTC,3/28/83,0.486979
INTC,3/29/83,0.489583
INTC,3/30/83,0.497396
INTC,3/31/83,0.502604
INTC,4/4/83,0.486979
INTC,4/5/83,0.473958
INTC,4/6/83,0.455729
INTC,4/7/83,0.458333
INTC,4/8/83,0.455729
INTC,4/11/83,0.479167
INTC,4/12/83,0.492188
INTC,4/13/83,0.497396
INTC,4/14/83,0.505208
INTC,4/15/83,0.505208
INTC,4/18/83,0.497396
INTC,4/19/83,0.486979
INTC,4/20/83,0.489583
INTC,4/21/83,0.489583
INTC,4/22/83,0.476563
INTC,4/25/83,0.473958
INTC,4/26/83,0.497396
INTC,4/27/83,0.497396
INTC,4/28/83,0.505208
INTC,4/29/83,0.515625
INTC,5/2/83,0.505208
INTC,5/3/83,0.507813
INTC,5/4/83,0.526042
INTC,5/5/83,0.546875
INTC,5/6/83,0.580729
INTC,5/9/83,0.589844
INTC,5/10/83,0.596354
INTC,5/11/83,0.575521
INTC,5/12/83,0.565104
INTC,5/13/83,0.570313
INTC,5/16/83,0.559896
INTC,5/17/83,0.559896
INTC,5/18/83,0.565104
INTC,5/19/83,0.570313
INTC,5/20/83,0.598958
INTC,5/23/83,0.604167
INTC,5/24/83,0.617188
INTC,5/25/83,0.619792
INTC,5/26/83,0.614583
INTC,5/27/83,0.609375
INTC,5/31/83,0.596354
INTC,6/1/83,0.583333
INTC,6/2/83,0.585938
INTC,6/3/83,0.591146
INTC,6/6/83,0.601563
INTC,6/7/83,0.604167
INTC,6/8/83,0.598958
INTC,6/9/83,0.59375
INTC,6/10/83,0.588542
INTC,6/13/83,0.614583
INTC,6/14/83,0.625
INTC,6/15/83,0.627604
INTC,6/16/83,0.669271
INTC,6/17/83,0.666667
INTC,6/20/83,0.658854
INTC,6/21/83,0.695313
INTC,6/22/83,0.794271
INTC,6/23/83,0.776042
INTC,6/24/83,0.776042
INTC,6/27/83,0.757813
INTC,6/28/83,0.721354
INTC,6/29/83,0.755208
INTC,6/30/83,0.776042
INTC,7/1/83,0.791667
INTC,7/5/83,0.760417
INTC,7/6/83,0.78125
INTC,7/7/83,0.786458
INTC,7/8/83,0.786458
INTC,7/11/83,0.822917
INTC,7/12/83,0.817708
INTC,7/13/83,0.796875
INTC,7/14/83,0.765625
INTC,7/15/83,0.760417
INTC,7/18/83,0.75
INTC,7/19/83,0.770833
INTC,7/20/83,0.817708
INTC,7/21/83,0.875
INTC,7/22/83,0.885417
INTC,7/25/83,0.932292
INTC,7/26/83,0.942708
INTC,7/27/83,0.880208
INTC,7/28/83,0.833333
INTC,7/29/83,0.838542
INTC,8/1/83,0.833333
INTC,8/2/83,0.817708
INTC,8/3/83,0.848958
INTC,8/4/83,0.8125
INTC,8/5/83,0.8125
INTC,8/8/83,0.755208
INTC,8/9/83,0.802083
INTC,8/10/83,0.802083
INTC,8/11/83,0.802083
INTC,8/12/83,0.807292
INTC,8/15/83,0.817708
INTC,8/16/83,0.8125
INTC,8/17/83,0.807292
INTC,8/18/83,0.796875
INTC,8/19/83,0.791667
INTC,8/22/83,0.786458
INTC,8/23/83,0.776042
INTC,8/24/83,0.770833
INTC,8/25/83,0.770833
INTC,8/26/83,0.791667
INTC,8/29/83,0.796875
INTC,8/30/83,0.809896
INTC,8/31/83,0.854167
INTC,9/1/83,0.901042
INTC,9/2/83,0.927083
INTC,9/6/83,0.932292
INTC,9/7/83,0.895833
INTC,9/8/83,0.927083
INTC,9/9/83,0.921875
INTC,9/12/83,0.880208
INTC,9/13/83,0.875
INTC,9/14/83,0.859375
INTC,9/15/83,0.859375
INTC,9/16/83,0.864583
INTC,9/19/83,0.885417
INTC,9/20/83,0.911458
INTC,9/21/83,0.911458
INTC,9/22/83,0.895833
INTC,9/23/83,0.890625
INTC,9/26/83,0.901042
INTC,9/27/83,0.901042
INTC,9/28/83,0.90625
INTC,9/29/83,0.901042
INTC,9/30/83,0.859375
INTC,10/3/83,0.848958
INTC,10/4/83,0.84375
INTC,10/5/83,0.838542
INTC,10/6/83,0.869792
INTC,10/7/83,0.880208
INTC,10/10/83,0.90625
INTC,10/11/83,0.895833
INTC,10/12/83,0.869792
INTC,10/13/83,0.864583
INTC,10/14/83,0.848958
INTC,10/17/83,0.84375
INTC,10/18/83,0.796875
INTC,10/19/83,0.786458
INTC,10/20/83,0.8125
INTC,10/21/83,0.802083
INTC,10/24/83,0.796875
INTC,10/25/83,0.822917
INTC,10/26/83,0.802083
INTC,10/27/83,0.8125
INTC,10/28/83,0.791667
INTC,10/31/83,0.786458
INTC,11/1/83,0.770833
INTC,11/2/83,0.776042
INTC,11/3/83,0.765625
INTC,11/4/83,0.765625
INTC,11/7/83,0.739583
INTC,11/8/83,0.739583
INTC,11/9/83,0.78125
INTC,11/10/83,0.822917
INTC,11/11/83,0.859375
INTC,11/14/83,0.864583
INTC,11/15/83,0.838542
INTC,11/16/83,0.869792
INTC,11/17/83,0.885417
INTC,11/18/83,0.869792
INTC,11/21/83,0.869792
